trial,msg_len,flip_pos,beta,alpha,p_percent
792,128,49,83,31,46.111111111111114
793,128,27,86,26,47.77777777777778
794,128,62,83,33,46.111111111111114
795,128,74,98,31,54.44444444444444
796,128,30,82,30,45.55555555555556
797,128,26,80,23,44.44444444444444
798,128,12,92,30,51.11111111111111
799,128,38,79,34,43.888888888888886
800,128,111,95,29,52.77777777777778
801,128,71,85,23,47.22222222222222
802,128,105,92,22,51.11111111111111
803,128,51,84,27,46.666666666666664
804,128,8,83,38,46.111111111111114
805,128,22,86,35,47.77777777777778
806,128,26,99,24,55.00000000000001
807,128,0,86,25,47.77777777777778
808,128,2,86,37,47.77777777777778
809,128,36,89,31,49.44444444444444
810,128,2,91,22,50.55555555555556
811,128,127,92,38,51.11111111111111
812,128,32,81,30,45.0
813,128,24,89,40,49.44444444444444
814,128,34,86,29,47.77777777777778
815,128,25,81,29,45.0
816,128,103,70,33,38.88888888888889
817,128,22,65,33,36.11111111111111
818,128,53,87,35,48.333333333333336
819,128,13,93,36,51.66666666666667
820,128,65,91,38,50.55555555555556
821,128,2,88,32,48.888888888888886
822,128,73,83,32,46.111111111111114
823,128,53,88,31,48.888888888888886
824,128,30,77,27,42.77777777777778
825,128,101,85,26,47.22222222222222
826,128,30,98,27,54.44444444444444
827,128,63,89,26,49.44444444444444
828,128,79,86,24,47.77777777777778
829,128,1,89,24,49.44444444444444
830,128,14,85,35,47.22222222222222
831,128,84,78,35,43.333333333333336
832,128,71,96,31,53.333333333333336
833,128,88,86,41,47.77777777777778
834,128,58,94,30,52.22222222222223
835,128,15,80,38,44.44444444444444
836,128,88,79,26,43.888888888888886
837,128,2,69,38,38.333333333333336
838,128,75,78,31,43.333333333333336
839,128,61,98,25,54.44444444444444
840,128,110,98,31,54.44444444444444
841,128,75,84,26,46.666666666666664
842,128,125,94,43,52.22222222222223
843,128,101,92,35,51.11111111111111
844,128,44,86,27,47.77777777777778
845,128,46,84,43,46.666666666666664
846,128,81,87,31,48.333333333333336
847,128,88,89,25,49.44444444444444
848,128,0,76,26,42.22222222222222
849,128,75,78,42,43.333333333333336
850,128,97,99,29,55.00000000000001
851,128,118,94,32,52.22222222222223
852,128,110,93,30,51.66666666666667
853,128,81,92,21,51.11111111111111
854,128,44,83,43,46.111111111111114
855,128,95,85,47,47.22222222222222
856,128,8,85,26,47.22222222222222
857,128,23,79,31,43.888888888888886
858,128,90,94,23,52.22222222222223
859,128,34,82,25,45.55555555555556
860,128,41,97,36,53.888888888888886
861,128,34,82,20,45.55555555555556
862,128,54,86,26,47.77777777777778
863,128,30,84,22,46.666666666666664
864,128,98,99,21,55.00000000000001
865,128,92,75,39,41.66666666666667
866,128,63,82,31,45.55555555555556
867,128,80,78,31,43.333333333333336
868,128,8,91,26,50.55555555555556
869,128,68,74,26,41.11111111111111
870,128,95,82,41,45.55555555555556
871,128,86,86,21,47.77777777777778
872,128,3,82,34,45.55555555555556
873,128,30,85,32,47.22222222222222
874,128,59,96,37,53.333333333333336
875,128,47,82,31,45.55555555555556
876,128,51,90,43,50.0
877,128,106,85,33,47.22222222222222
878,128,77,78,23,43.333333333333336
879,128,54,88,34,48.888888888888886
880,128,36,84,33,46.666666666666664
881,128,83,85,31,47.22222222222222
882,128,83,91,37,50.55555555555556
883,128,126,84,37,46.666666666666664
884,128,122,85,30,47.22222222222222
885,128,33,85,27,47.22222222222222
886,128,15,90,26,50.0
887,128,110,89,24,49.44444444444444
888,128,18,75,43,41.66666666666667
889,128,118,100,31,55.55555555555556
890,128,31,90,32,50.0
891,128,44,89,33,49.44444444444444
892,128,117,93,28,51.66666666666667
893,128,124,86,38,47.77777777777778
894,128,74,88,29,48.888888888888886
895,128,8,91,34,50.55555555555556
896,128,50,77,38,42.77777777777778
897,128,28,85,24,47.22222222222222
898,128,104,83,27,46.111111111111114
899,128,40,88,30,48.888888888888886
900,128,43,84,27,46.666666666666664
901,128,20,82,42,45.55555555555556
902,128,97,88,34,48.888888888888886
903,128,100,81,31,45.0
904,128,118,82,26,45.55555555555556
905,128,9,81,41,45.0
906,128,67,79,38,43.888888888888886
907,128,17,84,37,46.666666666666664
908,128,45,76,27,42.22222222222222
909,128,108,85,31,47.22222222222222
910,128,68,93,25,51.66666666666667
911,128,37,76,30,42.22222222222222
912,128,34,87,28,48.333333333333336
913,128,51,82,28,45.55555555555556
914,128,121,79,34,43.888888888888886
915,128,53,85,36,47.22222222222222
916,128,49,77,27,42.77777777777778
917,128,66,88,28,48.888888888888886
918,128,106,86,31,47.77777777777778
919,128,79,86,31,47.77777777777778
920,128,50,86,29,47.77777777777778
921,128,75,82,33,45.55555555555556
922,128,1,89,34,49.44444444444444
923,128,87,96,26,53.333333333333336
924,128,100,80,33,44.44444444444444
925,128,83,82,37,45.55555555555556
926,128,93,81,24,45.0
927,128,8,82,22,45.55555555555556
928,128,70,77,26,42.77777777777778
929,128,109,94,28,52.22222222222223
930,128,5,87,28,48.333333333333336
931,128,83,81,28,45.0
932,128,56,90,25,50.0
933,128,9,98,35,54.44444444444444
934,128,116,75,31,41.66666666666667
935,128,53,83,35,46.111111111111114
936,128,110,84,32,46.666666666666664
937,128,23,90,34,50.0
938,128,15,86,27,47.77777777777778
939,128,13,78,33,43.333333333333336
940,128,81,97,23,53.888888888888886
941,128,67,79,27,43.888888888888886
942,128,30,79,33,43.888888888888886
943,128,17,81,29,45.0
944,128,25,77,25,42.77777777777778
945,128,62,69,39,38.333333333333336
946,128,62,93,26,51.66666666666667
947,128,5,85,27,47.22222222222222
948,128,88,87,25,48.333333333333336
949,128,115,77,29,42.77777777777778
950,128,50,80,33,44.44444444444444
951,128,62,83,28,46.111111111111114
952,128,68,87,27,48.333333333333336
953,128,13,76,35,42.22222222222222
954,128,60,67,33,37.22222222222222
955,128,57,84,34,46.666666666666664
956,128,17,93,29,51.66666666666667
957,128,67,75,39,41.66666666666667
958,128,127,97,21,53.888888888888886
959,128,13,93,24,51.66666666666667
960,128,99,81,27,45.0
961,128,12,80,32,44.44444444444444
962,128,92,85,29,47.22222222222222
963,128,76,88,39,48.888888888888886
964,128,98,90,28,50.0
965,128,15,83,37,46.111111111111114
966,128,22,90,26,50.0
967,128,108,95,28,52.77777777777778
968,128,87,79,28,43.888888888888886
969,128,108,82,32,45.55555555555556
970,128,4,90,26,50.0
971,128,59,74,28,41.11111111111111
972,128,74,94,28,52.22222222222223
973,128,60,77,43,42.77777777777778
974,128,70,78,34,43.333333333333336
975,128,0,87,38,48.333333333333336
976,128,21,97,34,53.888888888888886
977,128,86,94,31,52.22222222222223
978,128,111,83,28,46.111111111111114
979,128,51,102,32,56.666666666666664
980,128,93,83,33,46.111111111111114
981,128,69,85,26,47.22222222222222
982,128,24,73,24,40.55555555555556
983,128,9,90,22,50.0
984,128,73,105,28,58.333333333333336
985,128,98,80,26,44.44444444444444
986,128,73,92,27,51.11111111111111
987,128,122,93,26,51.66666666666667
988,128,64,90,35,50.0
989,128,97,92,33,51.11111111111111
990,128,71,71,37,39.44444444444444
991,128,127,87,30,48.333333333333336
992,128,0,89,35,49.44444444444444
993,128,112,101,29,56.111111111111114
994,128,20,89,21,49.44444444444444
995,128,63,87,30,48.333333333333336
996,128,30,90,18,50.0
997,128,127,83,32,46.111111111111114
998,128,107,80,26,44.44444444444444
999,128,73,97,31,53.888888888888886
